,id,repo_id,contributor,contributions
3120,,127727728,HzjNeverStop,152
2387,,99183902,oldmanpushcart,152
3480,,224230574,workshur,152
2264,,98978879,vasdeveloper,152
436,,22043847,mission-peace,152
4169,,188779637,Al-assad,152
1952,,137013952,Antecer,152
88,,137451403,loadchange,152
3214,,66323960,Jasonchenlijian,152
1029,,216236917,bjmashibing,152
2862,,220875250,x201206030,151
307,,2700474,VictorZeng,151
3052,,283325,tony19,150
1671,,47997753,zo0r,150
6720,,304483342,zfdang,150
7640,,381857226,bterlson,149
3035,,313605398,DerekYRC,149
2802,,3038937,JooHyukKim,149
6826,,67013973,rubensousa,148
10800,,14812739,vtjnash,148
1622,,31272860,tsegismont,148
4140,,20473418,chrajeshbabu,148
849,,42304749,TeslaCN,148
6244,,98499283,jumanji144,148
10732,,10446890,raymond1012,148
8048,,101451042,harshad1,148
7369,,178835117,LoxiaLiSA,147
6143,,14696091,LikeTheSalad,147
4141,,20473418,ankitsinghal,147
1890,,161292091,txfelixzhou,147
6361,,82405191,yakov116,147
1378,,4368712,shamoh,146
5212,,1051476,The-Lum,146
1778,,3081071,yasserg,146
3345,,33745913,stumc,146
197,,112785414,steverao,146
3622,,26921116,kklioss,146
2100,,5374914,ritchieGitHub,146
52,,1064563,chrisvest,146
7429,,84934979,hedex,145
257,,160999,breed,145
1916,,38835213,puf,145
1591,,142248324,shashirajraja,145
59,,160640094,MisterBooo,145
773,,33218414,lwansbrough,144
1623,,31272860,pmlopes,144
1953,,137013952,atbest,144
8320,,10746583,gssiyankai,144
7702,,59838788,qameta-ci,144
2225,,499502914,ashokitschool,144
8779,,35957057,oblador,143
2308,,6271421,juhoautio,143
1360,,8759133,argha-c,143
774,,33218414,semantic-release-bot,143
912,,84916374,StyleTang,142
8539,,23913470,hiteshsondhi88,142
44,,63477660,realDuYuanChao,142
7090,,1852481,codingricky,142
3118,,5663857,awhitford,142
3854,,77463128,sunlightcs,142
670,,500437,devgeeks,142
3424,,128709824,leizhiyuan,142
4075,,3548254,xedin,142
8321,,10746583,richardstartin,141
2101,,5374914,psh,141
3926,,131969658,WinterChenS,141
156,,126178683,LIlGG,141
6917,,80640282,deining,141
552,,45842737,inorichi,141
3730,,227686161,Zoinkwiz,141
890,,16005410,hdodenhof,141
3539,,173721564,fengjiachun,141
775,,33218414,jgfidelis,140
1354,,221862,janrieke,140
8185,,116309308,holachuy,140
601,,17804584,winterbe,140
3808,,68240213,rmader,140
4109,,30561160,timbertson,140
1201,,2183338,ghillert,139
2309,,6271421,burgerkingeater,139
456,,2493904,FSchumacher,139
6015,,79372587,GrenderG,139
8251,,94760798,WVector,139
1194,,98596001,Exrick,139
198,,112785414,yuhuangbin,138
1389,,21193524,joshelser,138
1390,,21193524,zabetak,138
661,,27519800,apachemycat,138
1779,,3081071,s17t,138
2532,,4992906,pmd-bot,137
8435,,24747351,gorrus,137
6557,,166435804,MlgmXyysd,137
3521,,19257422,jerrinot,137
1166,,320785435,kotori2,137
1346,,32844456,emmanue1,136
3241,,94839689,alidili,136
7138,,14640193,xLaMbChOpSx,136
666,,14734876,quickwritereader,136
1167,,320785435,Howard20181,136
5935,,343535217,Dr-TSNG,136
2348,,3480666,boldtrn,135
2689,,17150993,dm77,135
529,,38415498,asaph,135
2583,,24219409,chalup,135
8098,,334907976,ByteLegendBot,135
23,,22790488,npathai,134
2310,,6271421,HappyRay,134
6918,,80640282,NewbieOrange,134
1702,,1824050,aogilvie,134
6288,,17517521,jimmyjames,133
7095,,23823503,kyleduo,133
201,,131789494,wuyouzhuguli,133
1003,,140543886,dengliming,133
2697,,2544305,leeturner,133
10733,,10446890,xinzhengzhang,132
3961,,283211901,mapi68,132
917,,120463532,oldratlee,132
8065,,80711156,bevzaanton,132
1012,,62722814,247321453,131
2014,,100084330,jeequan,131
3584,,32631353,Clans,131
671,,500437,RandyMcMillan,130
1366,,286348908,arey,130
10761,,24586308,cfenollosa,130
3307,,21490963,pedrovgs,130
3476,,1983092,jencompgeek,130
2216,,1287669,jochenberger,129
3316,,930571,elguardian,129
10750,,102578345,aakkll,129
813,,594155488,Ludy87,129
3878,,42115933,jfoenixadmin,129
89,,137451403,yanlinly,128
3975,,65755485,NotMyFault,128
402,,117965972,TrafalgarLuo,128
1776,,54619450,aa112901,128
1786,,10981994,kdavisk6,128
3196,,17359057,cammckenzie,127
45,,63477660,alxkm,127
2462,,93732702,cundong,127
7952,,5391743,stephanenicolas,127
662,,27519800,HashJang,127
3009,,87780098,aritraroy,126
7120,,165214494,pilloPl,126
2733,,71557631,youlookwhat,125
1772,,81226206,joelpramos,125
656,,715605,xetorthio,125
3731,,227686161,TheStonedTurtle,125
10741,,727213319,lizongying,125
582,,1388245,loopj,125
5659,,42984727,ChrisRM,124
3726,,208991054,huanzi-qch,124
8134,,342909700,Vendicated,123
6362,,82405191,JediBurrell,123
8261,,1161862,Vampire,123
7751,,200004447,wikiwikiwiki,123
1379,,4368712,mmatula,123
8573,,600362783,Grt1228,123
1663,,4787136,karuto,123
4147,,44723874,jiangqqlmj,122
2645,,4516733,bauerca,122
818,,67481986,shwenzhang,122
266,,81057842,JeffLi1993,122
911,,73034122,527515025,122
10768,,20159867,BSVino,122
10738,,5101141,dtolnay,122
4076,,3548254,spmallette,122
3216,,2553402,rakeshcusat,122
7709,,218396611,xyang16,122
902,,4576305,codefromthecrypt,121
2636,,26450553,frogermcs,121
2444,,10113030,minicat,121
76,,81975372,kdn251,121
4154,,76325615,KenChoi1992,121
3568,,4931659,coryb,121
3293,,17170044,brian-brazil,121
3218,,156819424,javastacks,121
903,,4576305,anuraaga,120
8515,,17089728,Zillode,120
1073,,6106472,survivingwithandroid,120
962,,15055717,jeffposnick,120
3098,,246464565,WesleyVanNeck,120
3896,,1215215,Wolvereness,119
4177,,5103785,baranowb,119
3569,,4931659,justinsb,119
1051,,47442228,changmingxie,119
3294,,17170044,dhoard,119
53,,1064563,netty-project-bot,118
2876,,14424284,leolin310148,118
8383,,397334149,iTaysonLab,118
6408,,48289337,hanks-zyh,118
1422,,291570,bmarwell,118
1404,,75882172,kishorebanala,118
2134,,67328052,NickSneo,117
2252,,206459,iemejia,117
1405,,75882172,manan164,117
6847,,131404910,DingMouRen,116
8055,,482425877,kraity,116
3642,,49820627,WoLewicki,116
3326,,19836746,Rachael-E,115
6583,,67920599,xiphirx,115
2236,,50372538,JimTravis,115
6229,,24650339,mmocny,114
3639,,39555898,atptro,114
4046,,49804293,markzhai,114
3125,,251635186,DeekshithSN,114
2513,,7170058,MikielAgutu,114
7285,,172617835,CoffeeLatte007,114
7563,,62611784,ChadCSong,114
1004,,140543886,moremind,113
7764,,453313251,NextAlone,112
3570,,4931659,ebukoski,112
1380,,4368712,mgajdos,112
10739,,5101141,itchyny,112
3331,,295598569,TheoKanning,112
46,,63477660,vil02,112
598,,2108481,stoicflame,112
5213,,1051476,matthew16550,112
904,,4576305,tacigar,112
3208,,43243303,oney,112
2619,,186777581,water8394,112
954,,34364279,arriolac,111
2544,,1872106,rafabene,111
4178,,5103785,carterkozak,110
8186,,116309308,pablomd314,110
2076,,113922675,devlinbd2,110
3119,,5663857,dwvisser,109
8488,,72753876,woxingxiao,109
2429,,4238977,MaksimOrlov,109
1104,,23301468,daimajia,109
1060,,166181797,harperhpliu,108
2679,,14046563,jamie-beardedhen,108
942,,206877845,grcoleman,108
697,,5198041,NiteshKant,108
6535,,13486910,willbailey,107
8187,,150938406,shaomengwang,107
3306,,45903621,OlegDokuka,107
2437,,28738447,LauraXia123,107
622,,5084750,Jawnnypoo,106
1540,,49068243,shliama,106
8161,,37904620,dongjunkun,106
8416,,11233996,augustotravillio,106
3653,,38602457,felipe-gdr-atlassian,106
2388,,99183902,dongchenxu,106
334,,11267509,glide-copybara-robot,106
2777,,45096760,andreaswittig,106
4059,,745749,nullin,105
7262,,869754,dlsniper,105
8738,,79700448,ChenSiLiang,104
7085,,9476938,ronmamo,104
7139,,14640193,tobykurien,103
8278,,75118280,digitalbuddha,103
579,,709589487,ashishps1,103
8056,,482425877,yanxutao89,103
2135,,67328052,antonydenyer,103
7215,,59350368,SplashCodes,102
2745,,20675636,gszadovszky,102
6230,,24650339,schilit,102
6231,,24650339,dinhvh,102
6312,,304681297,CoderLeixiaoshuai,102
6332,,83851056,yarolegovich,102
7889,,148008538,JavaNoober,102
3688,,6084210,Thinkofname,102
3347,,247659028,Echo009,101
1624,,31272860,purplefox,101
3167,,195184058,OPGithub,101
7649,,232232349,houbb,101
191,,2700159,lihengming,101
7799,,72979537,Piasy,101
1234,,35978156,samtstern,100
1664,,4787136,josmas,100
4190,,17488986,neilboyd,100
2838,,7396792,yusugomori,100
2202,,106187093,saysky,100
